movieId,averageRating,numVotes,title,genres
109102,5.7,958,"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset) (2012)",Adventure|Animation|Children|Comedy
109155,7.1,1571,That Guy... Who Was in That Thing (2012),Documentary
109157,6.4,30258,"Long Way Down, A (2014)",Comedy|Drama
109159,4.8,1475,"Three Brothers 2, The (Les trois frères, le retour) (2014)",Comedy
109177,6.5,1463,Don't Go Breaking My Heart (Daan gyun naam yu) (2011),Romance
109181,6.1,16427,Adult World (2013),Comedy
109183,5.7,7530,Date and Switch (2014),Comedy
109185,7.1,1531,Night on the Galactic Railroad (Ginga-tetsudo no yoru) (1985),Animation|Drama
109187,6.1,44025,"Zero Theorem, The (2013)",Drama|Fantasy|Sci-Fi
109189,6.3,39342,Endless Love (2014),Drama|Romance
109191,6.2,50808,Winter's Tale (2014),Drama|Fantasy|Mystery
109197,5.4,3271,"Station, The (Blutgletscher) (2013)",Horror
109199,5.2,3804,"Theatre Bizarre, The (2011)",Horror
109203,6.7,957,"Story of Ruth, The (1960)",Drama
109235,6.6,1381,Beyond Tomorrow (Beyond Christmas) (1940),Drama|Fantasy|Romance
109241,5.8,4589,On the Other Side of the Tracks (De l'autre côté du périph) (2012),Action|Comedy|Crime
109243,6.9,44276,Joe (2013),Drama
109265,5.7,3192,Bickford Shmeckler's Cool Ideas (2006),Comedy|Romance
109277,2.6,2209,Love Story 2050 (2008),Adventure|Comedy|Musical|Romance|Sci-Fi
109280,6.9,4364,"Summit, The (2012)",Documentary
109282,7.3,1525,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),Documentary
109295,5.7,8525,Cold Comes the Night (2013),Crime|Drama|Thriller
109313,4.6,2010,Chouchou (2003),Comedy
109317,5.8,7121,Someone Marry Barry (2014),Comedy
109323,6.4,2347,Are All Men Pedophiles (2013),Documentary
109330,7.1,5858,Bury My Heart at Wounded Knee (2007),Drama|Western
109351,6.3,3572,"Cutting Edge: Going for the Gold, The (2006)",Comedy|Drama|Romance
109364,7.9,4331,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",Animation|Children|Fantasy
109366,5.7,2193,11.6 (2013),Crime|Drama
109372,6.1,21945,About Last Night (2014),Comedy|Romance
109374,8.1,673149,"Grand Budapest Hotel, The (2014)",Comedy|Drama
109376,6.2,17423,Cuban Fury (2014),Comedy
109390,6.7,7049,"Black Coal, Thin Ice (Bai ri yan huo) (2014)",Crime|Drama|Mystery|Thriller
109392,7.2,1038,Blind Massage (Tui na) (2014),Drama
109399,4.2,3135,Jailbait (2014),Crime|Drama|Thriller
109420,6.6,7168,Mater and the Ghostlight (2006),Animation|Children|Comedy
109423,7.1,4933,Your Friend the Rat (2007),Animation
109425,7.0,5245,Dug's Special Mission (2009),Animation|Children|Comedy
109450,7.5,1301,News from Home (1977),Drama
109452,7.5,12708,Omar (2013),Drama|Romance
109455,7.6,24839,Highway (2014) ,Crime|Drama|Romance
109457,7.0,2930,When Pigs Have Wings (2011),Comedy
109461,6.0,7494,Supercondriaque (2014),Comedy
109463,7.1,5026,7 Boxes (2012),Thriller
109468,5.3,454,Prêt à tout (2014),Comedy
109470,6.2,2850,"Brats, The (Les gamins) (2013)",Comedy
109472,5.9,16855,Grand Piano (2013),Mystery|Thriller
109483,6.1,95366,That Awkward Moment (2014),Comedy|Romance
109485,7.5,5003,"Inevitable Defeat of Mister & Pete, The (2013)",Drama
109487,8.6,1406455,Interstellar (2014),Sci-Fi|IMAX
109489,6.2,1651,"Amish Murder, An (2013)",Action|Crime|Drama
109569,6.2,84711,3 Days to Kill (2014),Action|Crime|Drama
109576,4.9,11965,Welcome to the Jungle (2013),Comedy
109578,6.9,243390,Non-Stop (2014),Action|Mystery|Thriller
109596,7.6,3676,Wrinkles (Arrugas) (2011),Animation|Drama
109598,7.1,564,Vertical Features Remake (1978),Documentary
109607,5.4,8520,In Fear (2013),Thriller
109627,6.6,5853,Mystery Road (2013),Mystery|Thriller
109629,6.4,13712,Breathe In (2013),Drama|Romance
109633,7.5,30847,"Garden of Words, The (Koto no ha no niwa) (2013)",Animation|Romance
109635,7.4,1795,Pandora's Promise (2013),Documentary
109638,7.3,931,"Gentle Breeze in the Village, A (Tennen kokekkô) (2007) ",Drama
109669,6.3,280,"Traveling Executioner, The (1970)",Comedy|Drama|Western
109673,6.2,273382,300: Rise of an Empire (2014),Action|Drama|War|IMAX
109675,5.4,3830,"Pill, The (2011)",Comedy|Drama|Romance
109682,7.2,664,"Sumo Do, Sumo Don't (Shiko funjatta) (1992)",Comedy
109684,5.6,1516,First Squad: The Moment of Truth (2009),Action|Animation|Drama|War
109687,7.4,7046,Particle Fever (2013),Documentary
109697,7.9,1716,Inspector Palmu's Error (Komisario Palmun erehdys) (1960),Comedy|Crime|Mystery|Thriller
109720,5.3,13871,Contracted (2013),Drama|Horror|Thriller
109723,5.2,15936,"Bag Man, The (2014)",Crime|Drama|Thriller
109728,7.6,25673,Kai Po Che! (2013),Drama
109733,6.5,3794,Captain EO (1986),Adventure|Children|Comedy|Musical|Sci-Fi
109738,7.1,3762,"Bullet for the General, A (Quién Sabe?) (1966)",Western
109740,6.8,22741,Obvious Child (2014),Comedy|Romance
109742,6.7,17129,Cheap Thrills (2013),Comedy|Thriller
109769,7.2,23959,"Keeper of Lost Causes, The (Kvinden i buret) (2013)",Crime|Mystery|Thriller
109773,5.9,1773,Crazy Kind of Love (2013),Comedy|Drama|Romance
109781,7.3,6253,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)",Drama|Fantasy|Romance
109790,5.9,642,Ashura (2005),Action|Fantasy
109800,7.6,965,Quebrando o Tabu (2011),Documentary
109802,7.0,5520,"Man from the Future, The (O Homem do Futuro) (2011)",Comedy|Fantasy|Sci-Fi
109810,6.1,5034,Elena Undone (2010),Drama|Romance
109846,6.8,59855,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy
109848,6.3,122475,Under the Skin (2013),Horror|Sci-Fi|Thriller
109850,6.5,159340,Need for Speed (2014),Action|Crime|Drama|IMAX
109853,6.6,22396,Barefoot (2014),Comedy|Drama|Romance
109864,6.8,49199,Veronica Mars (2014),Comedy|Crime|Drama
109869,6.9,1961,All for the Winner (Dou sing) (1990),Action|Comedy
109887,7.2,1923,"Great Passage, The (Fune wo amu) (2013)",Drama
109889,8.3,8198,Cranford (2007),Drama
109893,6.8,3548,Chiko (2008),Crime|Drama
109895,6.6,45295,Bad Words (2013),Comedy
109897,5.7,18052,Son of God (2014),Drama
109904,7.5,768,Choke (1999),Documentary
109923,6.9,997,You Will Be My Son (Tu seras mon fils) (2011),Drama
109925,7.3,1035,"It Is Written in the Stars, Inspector Palmu (Tähdet kertovat, komisario Palmu) (1962)",Crime|Mystery
109929,7.1,313,Superpower (2008),Documentary
109941,7.0,3594,Puss in Boots: The Three Diablos (2012),Animation|Comedy
109943,5.7,2103,Head Over Heels (De Pernas pro Ar) (2010),Comedy
109945,5.9,1963,Meu Passado Me Condena: O Filme (2013),Comedy|Romance
109947,6.8,3737,My Mom Is a Character (Minha Mãe é uma Peça: O Filme) (2013),Comedy
109951,7.0,3678,Daylight (Daglicht) (2013),Action|Thriller
109953,8.2,3738,"Cat Concerto, The (1947)",Animation|Children|Comedy
109963,6.3,3098,"French Minister, The (Quai d'Orsay) (2013)",Comedy
109968,7.2,6679,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),Action|Drama
109971,6.5,15632,Ocho apellidos vascos (2014),Comedy
109991,7.7,2537,Spider (2007),Action|Drama
109993,6.1,1884,George & A.J. (2009),Animation|Children|Comedy
110034,6.5,1069,Blondie of the Follies (1932),Comedy
110042,5.6,33,Schwestern (2013),Comedy
110044,7.0,3527,Dragonwyck (1946),Drama|Mystery|Thriller
110052,6.3,1032,Stay as You Are (1978),Drama|Romance
110058,7.0,3061,Broderskab (Brotherhood) (2009),Drama
110063,5.2,1215,Le crocodile du Botswanga (2014),Comedy
110070,5.6,6789,From Within (2008),Horror|Thriller
110102,7.7,707327,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
110104,6.0,4646,Pioneer (Pionér) (2013),Thriller
110106,6.5,2454,Naked Harbour (Vuosaari) (2012),Drama
110110,7.4,41656,Starred Up (2013),Drama
110116,7.4,1665,Key of Life (Kagi-dorobô no mesoddo) (2012),Comedy|Crime|Romance
110127,5.8,237132,Noah (2014),Adventure|Drama|IMAX
110130,5.7,25616,"Nut Job, The (2014)",Adventure|Animation|Children|Comedy
110134,6.9,4116,Belle and Sebastien (Belle et Sébastien) (2013),Adventure
110173,7.3,3426,Wolf (2013),Crime|Drama|Thriller
110181,4.8,2958,"Green Slime, The (1968)",Drama|Horror|Sci-Fi
110194,7.3,4232,Mistaken for Strangers (2013),Comedy|Documentary
110198,7.0,1205,Don't Stop Believin': Everyman's Journey (2012),Documentary
110200,7.1,704,Blank City (2010),Documentary
110255,3.9,154,Kalevala - Uusi aika (2013),Drama|Fantasy
110273,7.1,4745,Diplomacy (Diplomatie) (2014),Drama|War
110281,7.3,6000,King of Comedy (Hei kek ji wong) (1999),Comedy|Drama|Romance
110293,7.4,150,Table 7 (2010),Comedy|Drama
110295,4.2,51570,"Legend of Hercules, The (2014)",Action|Adventure
110297,6.4,30383,Muppets Most Wanted (2014),Adventure|Comedy|Crime
110314,5.7,894,"Me Two (Personne aux deux personnes, La) (2008)",Comedy|Fantasy
110322,6.2,25179,Dom Hemingway (2014),Comedy|Crime|Drama
110324,7.4,2963,"Missing Picture, The (L'image manquante) (2013)",Documentary
110326,6.6,426,Gleason (2002),Drama
110328,6.8,5499,Electrick Children (2012),Drama
110330,6.6,5231,Me and you (io e te) (2012),Drama
110339,7.6,1492,Night Gallery (1969),Horror|Mystery
110346,6.5,18426,Blood Ties (2013),Crime|Drama|Thriller
110350,7.9,12851,Free to Play (2014),Documentary
110352,4.9,8862,Survival Island (Three) (2005),Adventure|Drama|Horror
110380,6.7,5887,Nitro Circus: The Movie (2012),Action|Comedy|Documentary
110387,7.1,3745,"Unknown Known, The (2013)",Documentary
110407,6.1,29483,"Machine, The (2013)",Sci-Fi|Thriller
110417,4.6,705,Seizure (1974),Horror
110426,5.7,10955,In the Blood (2014),Action|Crime|Thriller
110433,6.1,5021,Möbius (2013),Drama|Thriller
110439,6.7,529,Celestial Wives of the Meadow Mari (Nebesnye zheny lugovykh mari) (2012),Drama
110453,6.8,51325,Draft Day (2014),Drama
110461,7.2,9695,We Are the Best! (Vi är bäst!) (2013),Children|Comedy|Drama
110501,8.0,109790,The Raid 2: Berandal (2014),Action|Crime|Thriller
110503,7.6,7709,Metro Manila (2013),Action|Crime|Drama
110505,5.5,8177,Sparks (2013),Action|Fantasy|Mystery|Sci-Fi|Thriller
110512,7.2,1594,"My Lady Margarine (Die Austernprinzessin) (Oyster Princess, The) (1919)",Comedy
110537,6.6,1743,Boys' Night Out (1962),Comedy
110553,6.6,404468,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX
110564,5.9,208,"Slams, The (1973)",Action|Drama
110586,7.4,54195,Calvary (2014),Comedy|Drama
110591,6.5,112437,Oculus (2013),Horror
110603,4.7,39299,God's Not Dead (2014),Drama
110611,6.8,33273,Cold in July (2014),Drama|Thriller
110627,5.4,154,Hit Lady (1974),Crime|Drama|Thriller
110655,6.3,76326,Rio 2 (2014),Adventure|Animation|Children|Comedy
110671,6.9,144,Cutlet for Three (Ein Schnitzel für drei) (2009),Comedy
110673,5.7,1032,Echoes from the Dead (Skumtimmen) (2013),Drama|Mystery
110675,7.0,29616,In Your Eyes (2014),Drama|Fantasy|Romance
110718,6.2,23093,Fading Gigolo (2013),Comedy
110730,6.3,211064,Transcendence (2014),Drama|Sci-Fi|IMAX
110746,5.7,7973,Hatchet III (2013),Comedy|Horror
110748,5.5,7752,Wake Wood (2010) ,Drama|Horror|Mystery
110750,5.8,25121,Heaven Is for Real (2014),Drama
110765,6.0,1699,Pulling Strings (2013),Comedy|Romance
110771,6.0,127358,"Other Woman, The (2014)",Comedy|Romance
110773,4.7,19014,"Haunted House 2, A (2014)",Comedy|Horror
110794,7.7,497,Out of the Blue (2002),Documentary
110796,6.3,7513,Le Week-End (2013),Comedy|Drama
110809,5.5,50620,Vampire Academy (2014),Action|Comedy|Fantasy
110813,6.2,2068,Girl on a Bicycle (2013),Comedy|Romance
110826,5.7,38773,Brick Mansions (2014),Action|Crime|Drama
110828,6.1,19584,Devil's Knot (2013),Crime|Drama|Thriller
110867,6.7,55699,Conquest 1453 (Fetih 1453) (2012),Action|Adventure|Drama|War
110882,7.1,128542,Locke (2013),Drama
110892,7.3,930,Mortified Nation (2013),Comedy|Documentary
110899,5.0,22770,Rage (2014),Action|Crime|Thriller
110948,6.3,264,September (2013),Drama
110968,5.5,103864,Pompeii (2014),Action|Adventure|Drama
110970,6.1,2036,Tout ce qui brille (2010),Comedy|Drama
111109,6.3,1259,"Man Who Loved Cat Dancing, The (1973)",Western
111113,6.3,276900,Neighbors (2014),Comedy
111115,6.6,1466,"Girl, The (Flickan) (2009)",Drama
111119,6.8,2606,Man in the Wilderness (1971),Adventure|Western
111126,6.7,438,"Gladiators, The (Gladiatorerna) (1969)",Drama|Sci-Fi
111130,8.0,2005,Powers of Ten (1977),Documentary
111235,8.1,20293,Jodorowsky's Dune (2013),Documentary|Sci-Fi
111245,5.6,10993,"Case of You, A (2013)",Comedy|Romance
111249,7.3,27127,Belle (2013),Drama
111251,6.6,28452,"Immigrant, The (2013)",Drama|Romance
111255,8.1,71154,"Wednesday!, A (2008)",Action|Drama|Thriller
111259,5.5,14962,Good People (2014),Drama|Thriller
111266,6.8,4501,Combat Girls (Kriegerin) (2011),Drama
111287,5.0,9043,Magic Magic (2013),Thriller
111290,6.8,4531,Heli (2013),Crime|Drama
111303,6.8,1329,I Think We're Alone Now (2008),Documentary
111312,4.7,4653,Into the Blue 2: The Reef (2009),Action|Adventure|Thriller
111314,7.1,4520,Into the Storm (2009),Drama|War
111320,5.4,12830,Mom's Night Out (2014),Comedy
111360,6.4,425655,Lucy (2014),Action|Sci-Fi
111362,8.0,643337,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
111364,6.4,366173,Godzilla (2014),Action|Adventure|Sci-Fi|IMAX
111373,5.3,9083,Lovely Molly (2011),Horror
111375,6.0,49667,Walk of Shame (2014),Comedy
111384,7.1,63056,Blue Ruin (2013),Thriller
111387,6.2,26418,Palo Alto (2013),Drama
111389,6.4,9234,Kid Cannabis (2014),Drama
111411,7.1,775,Zatoichi at Large (Zatôichi goyô-tabi) (Zatôichi 23) (1972),Action|Adventure|Drama
111439,5.1,5448,Legends of Oz: Dorothy's Return (2014),Animation|Children|Musical
111443,7.3,185871,Chef (2014),Comedy
111449,6.5,1936,Burton and Taylor (2013),Drama
111505,6.3,727,"Love God?, The (1969)",Comedy
111551,6.3,21005,Afflicted (2013),Horror|Sci-Fi|Thriller
111553,5.1,2305,Interior. Leather Bar. (2013),Drama
111585,5.2,466,An Enemy of the People (2005),Drama
111592,7.0,1520,Birth of the Living Dead (2013),Documentary
111617,6.5,112635,Blended (2014),Comedy
111622,7.4,136569,Begin Again (2013),Comedy|Romance
111624,6.2,1937,Kelly & Cal (2014),Comedy|Drama
111630,5.3,6648,Big Ass Spider! (2013),Comedy|Sci-Fi
111657,5.8,641,"One and Only, The (1978)",Comedy|Romance
111659,7.0,330664,Maleficent (2014),Action|Adventure|Children|IMAX
111661,6.2,28615,"Two Faces of January, The (2014)",Thriller
111663,4.8,15727,Zombeavers (2014),Action|Comedy|Horror
111680,6.5,7557,At Middleton (2013),Comedy|Romance
111687,5.8,119,A.C.A.B. All Cats Are Brilliant (Sygxaritiria Stous Aisiodoxous?) (2013),Drama
111732,7.5,7321,"Dance of Reality, The (Danza de la realidad, La) (2013)",Drama|Fantasy
111734,5.8,12430,"Love Punch, The (2013)",Comedy
111743,6.1,166551,A Million Ways to Die in the West (2014),Comedy|Western
111745,5.8,731,"Cabinet of Caligari, The (1962)",Thriller
111759,7.9,575856,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
111762,7.8,6047,Mikra Anglia (2013),Drama|Romance
111778,7.2,26633,Tracks (2013),Adventure|Drama
111781,7.4,328674,Mission: Impossible - Rogue Nation (2015),Action|Adventure|Thriller
111811,5.6,2840,Sunlight Jr. (2013),Drama
111813,7.2,2349,Narco Cultura (2013),Documentary
111815,6.8,1830,Once Upon a Time in Shanghai (2014),Crime
111817,5.7,6044,Jimi: All Is by My Side (2013),Drama
111852,7.1,7388,Generation Iron (2013),Documentary
111856,4.8,14173,7500 (2014),Action|Horror|Mystery|Thriller
111913,7.2,5638,Lilting (2014),Drama
111915,5.7,3328,"Night in Old Mexico, A (2013)",Drama|Western
111917,6.5,523,Teresa (1951),Drama
111921,7.7,330934,The Fault in Our Stars (2014),Drama|Romance
111924,7.0,15039,"Grand Seduction, The (2013)",Comedy
111931,5.2,5602,Raze (2013),Action|Horror
111995,6.3,2780,Jayne Mansfield's Car (2012),Drama
112023,5.7,211,Annabel Takes a Tour (Annabel Takes a Trip) (1938),Comedy
112062,6.5,3047,Camille Claudel 1915 (2013),Drama
112066,7.3,6356,"Letter to Momo, A (Momo e no tegami) (2011)",Animation|Drama
112070,6.2,36557,Maps to the Stars (2014),Drama
112072,6.3,1837,Helen (2009),Drama
112074,5.8,1718,Go Fast (2008),Action|Crime|Drama
112085,5.5,6362,Goodbye World (2013),Comedy|Drama
112087,6.8,13293,Frequencies (2013),Mystery|Romance|Sci-Fi
112112,5.0,1611,Back in the Day (2014),Comedy
112138,7.0,334449,22 Jump Street (2014),Action|Comedy|Crime
112171,7.2,318842,"Equalizer, The (2014)",Action|Crime|Thriller
112175,7.8,293890,How to Train Your Dragon 2 (2014),Action|Adventure|Animation
112183,7.7,554989,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
112236,7.7,620,Broadway Idiot (2013),Documentary|Musical
112245,6.9,6013,"Dirties, The (2013)",Drama
112255,8.2,408,Money as Debt (2006),Animation|Documentary
112273,7.3,2419,Brother (Hermano) (2010),Drama
112277,5.2,7769,Haunt (2013),Horror|Mystery
112288,7.2,5064,Coming Home (Gui lai) (2014),Drama
112290,7.9,326692,Boyhood (2014),Drama
112293,6.3,5201,"Trials of Cate McCall, The (2013)",Crime|Drama
112299,5.7,3699,Saints and Soldiers: Airborne Creed (2012),Action|Drama|War
112303,5.8,19253,Think Like a Man Too (2014),Comedy|Romance
112309,4.7,2384,"Pool Boys, The (2011)",Comedy
112316,6.8,31785,Jersey Boys (2014),Drama|Musical
112326,3.7,2498,Nick Fury: Agent of S.H.I.E.L.D. (1998),Action|Sci-Fi
112330,6.0,929,Bitch Hug (Bitchkram) (2012),Drama
112334,8.0,14996,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
112338,6.6,409,Anita (2013),Documentary
112370,5.6,291858,Transformers: Age of Extinction (2014),Action|Adventure|Sci-Fi
112381,7.1,5787,Metalhead (Málmhaus) (2013),Drama
112399,7.7,12609,Finding Vivian Maier (2013),Documentary
112404,7.1,4297,Jack Strong (2014),Action|Crime|Thriller
112412,5.6,6035,Perfect Sisters (2014),Drama|Mystery
112421,7.0,72784,Frank (2014),Comedy|Drama|Mystery
112434,7.6,6351,In Bloom (Grzeli nateli dgeebi) (2013),Drama
112436,6.0,13967,Very Good Girls (2014),Drama
112450,5.5,20513,They Came Together (2014),Comedy|Romance
112454,6.8,1789,Honey (Miele) (2013),Drama
112460,6.0,15982,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy
112469,7.5,868,Elaine Stritch: Shoot Me (2013),Documentary|Musical
112473,7.9,9145,Stuart: A Life Backward (2007),Drama
112488,8.0,3117,"Gunfighter, The (2014)",Action|Comedy|Western
112495,7.8,1200,Let the Fire Burn (2013),Documentary
112497,4.9,46262,Tammy (2014),Comedy
112501,7.8,16692,Kabhi Haan Kabhi Naa (1994),Comedy|Drama|Musical|Romance
112506,5.6,1524,Radio Free Albemuth (2010),Drama|Sci-Fi
112512,7.4,4907,Colourful (Karafuru) (2010),Animation|Drama|Fantasy|Mystery
112517,3.8,722,Mystery on Monster Island (1981),Adventure|Comedy
112519,6.3,3037,Killer Legends (2014),Crime|Documentary
112550,6.9,14453,White God (Fehér isten) (2014),Drama
112552,8.5,672133,Whiplash (2014),Drama
112556,8.1,814071,Gone Girl (2014),Drama|Thriller
112565,4.5,489,Brother's Justice (2010),Comedy
112580,5.7,20404,"Angriest Man in Brooklyn, The (2014)",Comedy|Drama
112582,7.8,14501,Life Itself (2014),Documentary
112591,7.1,675,Finding Fela! (2014),Documentary
112594,5.5,6676,Duplicate (1998),Comedy|Crime|Musical
112623,7.6,402418,Dawn of the Planet of the Apes (2014),Sci-Fi
112640,4.6,36871,Ra.One (2011),Action|Musical|Sci-Fi
112642,4.7,2968,Gun Woman (2014),Action|Thriller
112650,6.4,1414,Watercolors (2008),Drama|Romance
112653,8.0,2848,"Battered Bastards of Baseball, The (2014)",Documentary
112689,7.1,6391,Miss Violence (2013),Drama|Mystery
112727,6.2,67619,Deliver Us from Evil (2014),Crime|Horror|Thriller
112729,7.0,1880,If I Were You (2012),Comedy|Drama
112731,5.6,2002,"Saratov Approach, The (2013)",Action|Drama
112733,7.2,940,Jonestown: Paradise Lost (2007),Documentary
112735,7.2,1936,Charlie's Country (2013),Drama
112749,5.8,12216,And So It Goes (2014),Comedy|Drama|Romance
112762,5.0,1674,Hellphone (2007),Comedy|Fantasy
112767,5.8,9353,Premature (2014),Comedy
112788,5.1,104499,Sex Tape (2014),Comedy
112792,6.5,315,Operation Ganymed (1977),Sci-Fi
112804,7.4,110612,I Origins (2014),Drama|Sci-Fi
112807,7.8,1291,Gunbuster (Top wo Narae) (1988),Action|Animation|Drama|Sci-Fi
112809,6.9,462,"Diebuster ""Top wo Narae 2"" (2004)",Action|Animation|Drama|Sci-Fi
112818,6.4,132332,"Purge: Anarchy, The (2014)",Action|Horror|Thriller
112850,6.6,9713,Words and Pictures (2013),Comedy|Drama|Romance
112852,8.0,1009052,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
112866,6.0,3390,"Strange Color Of Your Body's Tears, The (L'étrange couleur des larmes de ton corps) (2013)",Mystery|Thriller
112868,6.1,60522,"Signal, The (2014)",Sci-Fi|Thriller
112890,6.7,5626,Jimmy's Hall (2014),Drama
112895,5.1,9990,Willow Creek (2013),Horror|Mystery
112897,6.1,163515,The Expendables 3 (2014),Action|Adventure
112905,6.4,17786,Goliyon Ki Raasleela Ram-Leela (2013),Drama|Romance
112907,6.5,15454,"Villain, The (Ek Villain) (2014)",Action|Romance|Thriller
112909,6.1,11898,Kites (2010),Action|Drama|Romance
112911,6.0,141817,Hercules (2014),Action|Adventure
112913,7.7,2242,Monty Python Live (Mostly) (2014),Animation|Comedy|Musical
112940,6.8,70196,A Most Wanted Man (2014),Thriller
112944,6.3,1970,Molly Maxwell (2013),Drama|Romance
112946,6.7,35759,Wish I Was Here (2014),Comedy|Drama
112953,5.0,481,Valley of the Dragons (1961),Sci-Fi
112974,5.6,3469,C.O.G. (2013),Comedy|Drama
112995,7.0,1078,Sorrow and Joy (Sorg og glæde) (2013),Drama
113020,7.2,1232,Two Tars (1928),Comedy
113033,6.7,2002,Rasmus på luffen (1981),Children
113039,7.5,3179,Gracie's Choice (2004),Drama
113045,6.4,1191,"Boogie (Boogie, el aceitoso) (2009)",Action|Animation|Crime
113048,7.1,4347,Tables Turned on the Gardener (1895),Comedy
113062,6.1,5190,Hellion (2014),Drama|Thriller
113064,6.6,14256,"Trip to Italy, The (2014)",Comedy|Drama
113066,8.1,2762,Food (Jídlo) (1993),Animation|Comedy|Fantasy
113071,5.8,17996,Earth to Echo (2014),Adventure|Children|Sci-Fi
113073,7.1,2849,Two Lives (Zwei Leben) (2012),Drama|Thriller
113080,6.2,7371,"Burma Conspiracy, The (Largo Winch II) (2011)",Action|Adventure|Thriller
113089,7.5,3590,Maidentrip (2014),Documentary
113099,6.3,1693,8-Ball (8-pallo) (2013),Crime|Drama
113103,6.0,31531,Step Up All In (2014),Drama|Musical|Romance
113109,5.5,1048,Gog (1954),Drama|Horror|Romance|Sci-Fi|Thriller
113139,6.7,2579,"Day's Pleasure, A (Ford Story, A) (1919)",Comedy
113170,5.0,161,Around June (2008),Animation|Drama|Fantasy|Romance
113186,6.1,4755,Felony (2013),Thriller
113188,6.4,42894,"Rover, The (2014)",Crime|Drama
113207,6.9,19804,Get on Up (2014),Drama|Musical
113214,8.0,3668,1 (2013),Documentary
113216,6.9,5023,"Suspect, The (Yong-eui-ja) (2013)",Action|Thriller
113218,6.0,1370,Space Milkshake (2012),Comedy|Sci-Fi
113225,6.5,61939,Magic in the Moonlight (2014),Comedy|Drama|Romance
113240,8.2,41858,Winter Sleep (Kis Uykusu) (2014),Drama
113244,7.5,208,When I Walk (2013),Documentary
113250,7.2,23478,In Order of Disappearance (Kraftidioten) (2014),Action|Comedy|Crime|Thriller
113252,6.8,30936,Housebound (2014),Comedy|Horror|Thriller
113263,7.4,1862,Very Happy Alexander (Alexandre le bienheureux) (1968),Comedy|Romance
113275,7.3,73470,The Hundred-Foot Journey (2014),Comedy|Drama
113304,7.7,114,American Revolutionary: The Evolution of Grace Lee Boggs (2013),Documentary
113313,6.0,12733,"Den, The (2013)",Horror|Thriller
113315,7.3,3813,Zero Motivation (Efes beyahasei enosh) (2014),Comedy|Drama
113337,5.6,2012,Free Samples (2012),Comedy|Drama
113345,5.3,173284,Jupiter Ascending (2015),Action|Adventure|Sci-Fi
113348,5.8,196712,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy
113350,6.1,6186,I'll Follow You Down (2013),Drama|Mystery|Sci-Fi
113352,5.7,1706,Death in Buenos Aires (Muerte en Buenos Aires) (2014),Crime|Drama|Romance
113374,7.8,2505,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",Animation|Comedy
113376,5.2,1220,"Reckoning, The (2014)",Crime|Mystery|Thriller
113378,6.5,108930,"Giver, The (2014)",Drama|Sci-Fi
113394,6.3,9050,"Pretty One, The (2013)",Comedy|Drama
113416,5.3,3602,Revenge of the Green Dragons (2014),Action|Crime|Drama
113453,6.4,124797,Let's Be Cops (2014),Comedy|Crime
113457,4.4,359,Can I Do It 'Till I Need Glasses? (1977),Comedy
113459,5.0,3340,Paradise (2013),Comedy|Drama
113503,4.0,3750,Generation Um... (2012),Drama
113510,6.3,3146,Switch (2011),Action|Crime|Thriller
113521,4.5,4743,Bad Johnson (2014),Comedy|Fantasy
113532,6.4,39709,"Inbetweeners 2, The (2014)",Comedy
113534,7.2,2999,Jesse Stone: Thin Ice (2009),Crime|Drama|Mystery
113555,5.6,1402,It Runs in the Family (My Summer Story) (1994),Comedy
113559,7.2,1916,Osaka Elegy (Naniwa erejî) (1936),Drama
113565,6.1,16262,"Sacrament, The (2013)",Horror|Thriller
113573,6.5,147768,Sin City: A Dame to Kill For (2014),Action|Crime|Thriller
113582,6.9,3056,How to Be a Man (2013),Comedy
113604,6.7,112358,If I Stay (2014),Drama
113632,7.3,1831,"Other F Word, The (2011)",Comedy|Documentary|Drama
113640,5.8,12761,"Canal, The (2014)",Horror|Thriller
113674,5.7,3808,Proxy (2013),Drama|Horror|Thriller
113696,5.3,14652,Are You Here (2014),Comedy
113698,4.0,133,Alligator Eyes (1990),Drama|Film-Noir|Mystery
113705,7.3,43238,"Two Days, One Night (Deux jours, une nuit) (2014)",Drama
113707,4.7,958,Kummeli V (2014),Comedy
113711,7.6,20303,Losers' Club (Kaybedenler kulübü) (2011),Comedy|Drama
113741,7.2,98674,Coherence (2013),Drama|Mystery|Sci-Fi|Thriller
